"date";"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vx";"maxO3v"
"1136";20000804;80;15.5;18.1;20.7;20.9;19.7;7;7;4;5;"1";-1.2155;72
"1137";20000805;74;12;18.4;21;22;20.1;3;3;4;3;"1";-1.9284;80
"1138";20000806;62;15.4;17.2;21.5;21.1;21.1;7;8;7;7;"7";-1.8794;74
"1139";20000807;67;17.6;20.7;24.2;24.9;25.6;8;7;6;7;"5";1.9696;62
"1140";20000808;66;16.7;18.6;22.4;23.8;24.1;8;8;8;6;"7";-0.6428;67
"1141";20000809;98;16.5;22.7;27.3;28.5;23.7;1;1;1;1;"0";-2;66
"1142";20000810;53;14.4;17.9;20.8;24.2;22.7;8;8;8;2;"1";-0.866;98
"1143";20000811;99;14.1;19.6;25.5;28;26.7;0;0;1;2;"1";0.3473;53
"1144";20000812;97;16.3;19.7;25.1;26.3;23.7;7;5;1;1;"2";-0.5209;99
"1145";20000813;89;16.6;21.1;23;21.5;21.3;7;7;6;8;"7";-2.0521;97
"1146";20000814;64;19.1;20;23.2;23.1;23.1;7;8;7;7;"3";-3.8302;89
"1147";20000815;75;14.8;18.7;22.9;24.7;22.5;2;1;1;5;"6";-3;64
"1148";20000816;58;17.3;20.4;22.5;23.5;21.9;7;6;7;7;"6";-4.6985;75
"1149";20000817;80;14.6;18.7;22.7;23;20.4;1;3;5;5;"7";-3.4641;58
"1150";20000818;53;15.1;18.9;20.5;19.2;18.7;7;8;8;8;"7";-1.3681;80
"1151";20000819;61;16.8;18.6;20.2;22;17.8;7;7;7;7;"8";-1.2856;53
"1152";20000820;55;13.5;16.8;15.9;16.2;17;8;8;8;7;"7";-0.342;61
"1153";20000821;70;10.5;15.5;20;20.5;17.4;2;1;4;7;"3";-2.2981;55
"1154";20000822;85;11.9;18.3;22;24;23.4;6;6;6;6;"1";4.3301;70
"1155";20000823;120;17.6;22;26.9;29.6;27.3;7;5;1;1;"6";6.5778;85
"1156";20000824;140;16.8;23.3;27.8;31.4;29.9;6;2;2;0;"2";3.2139;120
"1157";20000825;126;20.2;25.8;31.2;32.7;28;2;2;7;7;"7";5.1962;140
"1158";20000826;102;18;18.8;19.8;22.9;20.9;8;8;8;2;"6";-3.8302;126
"1159";20000827;66;14.6;18;21.7;19.8;20.1;7;3;6;6;"6";-4.6985;102
"1160";20000828;68;14.6;18.7;20.1;20;20.3;7;7;7;7;"2";-1.9696;66
"1161";20000829;72;14;18.4;22.3;23.3;21;3;6;7;7;"7";-0.1736;68
"1162";20000830;91;14.8;19.8;23.4;22.8;20.7;4;5;5;5;"3";4.3301;72
"1163";20000831;113;11.9;18.5;24.2;24.1;21;7;3;6;7;"6";-2.2981;91
"1164";20000901;79;12.7;17.5;20.5;20.5;18.3;1;3;5;6;"4";-5.9088;113
"1165";20000902;68;14.9;18;20.5;20.4;18.4;2;6;5;4;"6";-2.0521;79
"1166";20000903;79;12.1;15.1;18.7;20.7;18.9;7;7;7;3;"1";0.5209;68
"1167";20000904;79;6.9;15.1;19.8;21.2;19.1;1;1;5;3;"5";1.7321;79
"1168";20000905;102;9;17.9;21.9;23;19.9;3;7;8;7;"8";-2;79
"1169";20000906;64;16.8;19;21.4;21.5;19.7;7;7;7;8;"8";-5.1962;102
"1170";20000907;74;11.1;16.6;20.5;21.8;21.9;3;7;5;7;"6";-2;64
"1171";20000908;53;14.5;20.7;23.3;24.1;23;2;4;5;6;"4";-1.8794;74
"1172";20000909;83;15.8;22.2;25.9;27.8;25.4;3;1;1;1;"0";2.8191;53
"1173";20000910;95;16.3;22.4;28.5;30.5;28.7;1;0;0;0;"0";3.7588;83
"1174";20000911;123;17.5;22.6;30.6;31.8;25.6;6;6;4;3;"7";0.8682;95
"1175";20000912;85;17;16.9;18.6;20.6;18.5;8;8;7;3;"5";-2.5712;123
"1176";20000913;64;11.2;15;18.9;20.4;19;6;8;7;7;"7";-0.9848;85
"1177";20000914;70;13.6;18.9;23.1;23.5;21.8;1;1;4;7;"5";-2.2981;64
"1178";20000915;68;15.5;18.5;22.5;18.6;17.1;9;6;7;6;"5";-4;70
"1179";20000916;69;12.4;17.1;20.9;21.2;17.9;6;3;5;4;"4";-3.4641;68
"1180";20000917;68;9.3;15.5;18.7;20.2;18.3;3;6;7;6;"6";-2.8191;69
"1181";20000918;66;13.3;16;19.3;19.7;18.8;7;7;7;8;"8";-3.0782;68
"1182";20000919;55;13.5;14;13.8;15.3;14.6;8;8;8;8;"7";-1.0261;66
"1183";20000920;61;9.8;14.7;15.4;18.2;15.2;1;4;6;5;"4";-2.5981;55
"1184";20000921;61;12.2;14.6;17.3;20.9;18.7;7;8;7;4;"1";-3.5;61
"1185";20000922;64;17.7;20.3;23.4;24;22.1;8;5;6;5;"3";-4.4995;61
"1186";20000923;98;15;19.6;24.9;26.9;24.1;2;1;1;1;"3";3.2139;64
"1187";20000924;73;15.5;13.4;18.6;18.5;16.7;7;7;5;3;"1";-3.0642;98
"1188";20000925;72;12.4;15.7;20.4;22.8;19.5;6;7;6;6;"2";-1.0419;73
"1189";20000926;72;12.2;18.2;21.7;22;18.5;5;5;6;4;"4";-4.4995;72
"1190";20000927;51;10.9;15.4;19.2;18;16.4;1;6;7;8;"8";-4.4995;72
"1191";20000928;67;15.2;15.5;17.2;17.6;15.5;8;8;7;7;"7";-4.3301;51
"1192";20000929;72;12.6;15.6;18.6;18.6;16.3;6;1;4;2;"2";-0.8682;67
"1193";20010401;80;7.1;11.5;15.8;18.8;17.6;5;7;6;5;"4";3.0642;83
"1194";20010402;80;9.5;14.8;17.8;18.4;11.5;1;6;6;7;"8";-0.8682;80
"1195";20010403;86;7.7;11.7;14.7;12.8;12.4;1;4;7;7;"7";-2.3941;80
"1196";20010404;87;7.9;10.1;10.7;11.6;8.8;4;4;5;6;"3";-6.9282;86
"1197";20010405;74;6.5;8.6;11.3;11;13.4;7;8;8;8;"6";-4.5;87
"1198";20010406;78;11.2;12.4;13.1;14.1;12.4;7;8;8;7;"6";-4.5963;74
"1199";20010407;84;6.1;9.1;12.4;12.6;10.9;4;7;7;6;"6";-6.8937;78
"1200";20010408;88;8.4;10.5;12.7;12.8;13.1;6;3;7;8;"7";-3.2139;84
"1201";20010409;74;11.3;12.5;14.4;14.8;14.2;8;8;7;7;"7";-4;88
"1202";20010410;88;9.8;11;10.2;12;11;7;7;7;7;"7";-5.7851;74
"1203";20010411;89;9.2;9.8;12.8;13.3;11;7;8;4;3;"6";-1.2155;88
"1204";20010412;81;3.1;9;11.8;12.6;11.1;5;7;7;8;"8";-0.3473;89
"1205";20010413;81;8.2;10.1;11.5;11.5;10.7;8;8;7;7;"4";1.0261;81
"1206";20010414;99;1.4;7.7;10.4;12.5;12.3;1;3;6;6;"7";0.766;81
"1207";20010415;77;9.3;11.9;13.8;12;11.2;8;7;7;8;"7";-4.6985;99
"1208";20010416;75;5.9;10.3;12;12.1;11.6;3;5;5;6;"4";0;77
"1209";20010417;88;2.1;9.9;11.5;12.4;12;2;1;4;5;"6";-1.0261;75
"1210";20010418;89;8.1;10;10.1;10.3;8;8;8;7;7;"1";0;88
"1211";20010419;91;1.8;6.6;8.1;8.8;8.2;7;7;6;7;"3";-2.5;89
"1212";20010420;88;2.6;6;7.7;9.6;8.3;3;2;6;7;"6";0;91
"1213";20010421;94;2.3;7.8;10.3;10.4;9.3;1;6;4;5;"7";1.0419;88
"1214";20010422;84;5.7;8.7;9.8;8.7;7.1;8;7;8;8;"8";1.2155;94
"1215";20010423;93;5.6;8.3;12.9;14.2;12.9;6;6;6;5;"7";-3.0642;84
"1216";20010424;95;8.8;13.3;15;16.6;14.2;8;7;7;5;"2";-5.7851;93
"1217";20010425;84;7.9;10.3;14.3;9.9;12;5;7;6;7;"7";-8.4572;95
"1218";20010426;82;7.8;12.8;13;11.3;10.8;2;6;8;8;"8";-2.5;84
"1219";20010427;87;10.6;12.8;14.8;16.3;14;8;7;7;6;"7";-2.5712;82
"1220";20010428;93;11.3;10.9;12.8;16;14;8;8;6;5;"6";-4.3301;87
"1221";20010429;90;8.5;11.8;10.6;12.7;9.4;6;7;7;7;"7";-4.3301;93
"1222";20010501;91;9.4;10.4;10.7;12.8;13.4;8;8;7;7;"5";7.8785;83
"1223";20010502;67;8.5;12;13.4;14.9;13.8;8;7;8;6;"7";0.6946;91
"1224";20010503;62;9.7;10;10.8;10.2;8.5;8;8;8;8;"8";0;67
"1225";20010504;80;8.7;8.7;9.7;10.4;9.8;8;8;8;8;"8";3.5;62
"1226";20010505;88;6.9;9.6;12.1;12.8;11.3;1;2;2;2;"3";4.5;80
"1227";20010506;83;5.8;8.4;9.8;11;10.8;7;7;7;7;"7";3.5;88
"1228";20010507;75;7.7;11.1;14.7;15.1;13.4;8;7;6;3;"2";1.7101;83
"1229";20010508;94;8.5;10.8;15.1;17.6;16.4;8;8;3;7;"1";0;75
"1230";20010509;61;10;10.9;15.9;16.8;17.6;8;8;7;6;"3";1.9284;94
"1231";20010510;63;10.4;12.5;17.3;19.9;18.8;6;7;8;8;"8";0.6428;61
"1232";20010511;110;11.5;14.3;22;24.1;22.3;9;5;5;4;"6";-1.7321;63
"1233";20010512;139;11.2;21.9;26;26.8;25.9;0;0;1;2;"0";4.3301;110
"1234";20010513;94;15.6;15.6;16.8;17.6;17.8;8;7;7;6;"6";-4.6985;139
"1235";20010514;94;8.8;15.8;19.6;19.2;19.1;6;6;5;7;"7";0.5209;94
"1236";20010515;88;9.9;14.8;14.9;17.7;14.9;5;7;7;5;"7";-2;94
"1237";20010516;96;13.2;13.2;15.7;17.3;15.7;6;7;7;5;"7";-4.5963;88
"1238";20010517;84;9.1;12.7;13.7;14.1;13.1;1;7;6;7;"5";-3.9392;96
"1239";20010518;80;8.9;13.7;16.1;16.7;14.9;3;5;2;1;"0";-2.0521;84
"1240";20010519;88;6.8;13.9;16.2;16.7;15.9;0;4;6;7;"1";-0.3473;80
"1241";20010520;101;10.3;16.8;19.9;21.3;20;5;3;3;3;"2";5.6382;88
"1242";20010521;117;10.6;16.8;22.1;23.4;22.3;0;0;0;1;"1";5.6382;101
"1243";20010522;109;10.9;17.5;22.5;25.2;24.2;1;2;2;3;"5";3.2139;117
"1244";20010523;122;14.9;20.2;22.8;24.2;22.5;5;3;1;3;"1";2.2981;109
"1245";20010524;143;12.4;19.4;24.6;25.2;23.7;1;1;3;5;"3";0.9848;122
"1246";20010525;130;13.3;17.8;21.4;21.5;19.4;8;3;6;7;"7";-1.3681;143
"1247";20010526;110;13.3;16.9;20.3;20.5;19.3;7;7;7;7;"7";-3;130
"1248";20010527;80;13.2;16.1;20.2;23.6;24.2;9;7;6;5;"3";-1.8794;110
"1249";20010528;106;14.2;21.9;26.9;28.9;29.3;5;6;5;3;"1";-1.9696;80
"1250";20010529;61;13.2;15.3;21.4;25.7;22.9;8;8;4;3;"4";1.0261;106
"1251";20010530;80;14.5;21.6;25;23.7;20;5;3;3;3;"1";0;61
"1252";20010531;84;13.3;16.5;19.1;18.3;16.4;3;6;4;2;"1";-1.2155;80
"1253";20010601;87;10.1;15.6;18.5;18.4;17.9;1;4;4;8;"5";-1.7101;84
"1254";20010602;82;12.8;17;18.4;17.7;15.8;6;5;5;7;"7";-4;87
"1255";20010603;92;11.3;15.3;17.6;19.5;18.3;1;2;5;4;"1";1.8794;82
"1256";20010604;114;9.3;16.2;19.7;22.5;22.5;1;1;1;0;"1";0.3473;92
"1257";20010605;94;12;17.4;20.5;20.4;18.7;6;8;8;7;"7";-2.9544;114
"1258";20010606;80;13.1;17.7;19.8;18.3;16.7;7;6;6;7;"8";-5;94
"1259";20010607;79;13.4;16.8;15.6;14.9;14.4;7;7;8;8;"8";-1.8794;80
"1260";20010608;70;11.3;13.4;13.8;15.4;15;8;8;8;8;".";0;79
"1261";20010609;99;10.9;15.1;17.6;18.9;17;7;2;4;4;".";-0.6946;70
"1262";20010610;79;9.3;14.9;17.5;18.9;16.8;6;5;5;4;"2";-1.0419;99
"1263";20010611;101;9.1;16.1;19.6;21.4;19.9;0;2;4;4;"5";-1.0261;79
"1264";20010612;106;10.1;18.3;21.9;22.9;21.7;7;5;6;8;"7";-2.2981;101
"1265";20010613;101;12.5;17.3;19.3;20.2;19.1;1;7;7;3;"1";-1.5;106
"1266";20010614;90;12.5;17.6;20.3;17.4;16.1;6;7;6;8;"8";-1.0419;101
"1267";20010615;72;14.3;18.3;19.6;19.4;18.6;6;7;5;6;"6";-2.7362;90
"1268";20010616;70;14.7;17.1;18.2;18;15.8;8;7;7;7;"7";-7.8785;72
"1269";20010617;83;13.4;15.4;17.4;16.6;15.9;7;8;7;7;"6";-2.0521;70
"1270";20010618;88;10.7;15.9;19.1;21.5;19.9;1;6;5;4;"3";-2.9544;83
"1271";20010620;145;15;21;24.6;26.9;26.7;0;0;1;1;"0";-1.5321;121
"1272";20010621;81;13.4;16.2;22.4;23.4;22.8;8;8;3;1;"0";0.3473;145
"1273";20010622;121;12.9;19.7;24.2;26.9;26.9;2;2;1;0;"0";1.7321;81
"1274";20010623;146;16.5;23.6;28.6;28.4;22.5;3;1;1;2;"0";-1.9284;121
"1275";20010624;121;15.3;20.4;25.2;27.7;25;6;1;0;0;"0";-0.5209;146
"1276";20010625;146;17.3;27;32.7;33.7;32.6;0;0;0;0;"2";6.5778;121
"1277";20010626;108;20.7;24;23.5;25.1;20.8;0;4;4;0;"6";-3.8567;146
"1278";20010627;83;16.2;19.7;22.9;24.8;22.5;6;7;6;6;"7";-3.9392;108
"1279";20010628;57;14.3;20.1;22.4;22.8;22.3;5;7;6;7;"1";-3.8302;83
"1280";20010629;81;14.6;19.6;25.1;27.2;24.6;7;3;4;4;"6";-2.5712;57
"1281";20010630;67;16.8;19.5;23.4;23.7;22.2;8;5;5;4;"3";-3.0642;81
"1282";20010701;70;14.1;18.8;22.7;24.9;23.4;7;5;2;1;"0";0;67
"1283";20010702;106;16.8;24.1;28.4;30.1;30;0;0;0;1;"1";3.9392;70
"1284";20010703;139;20.4;26.6;30.1;31.9;29.1;0;0;1;4;"5";2;106
"1285";20010704;79;17.7;19.5;18.8;17.8;17;7;8;8;8;"7";-0.866;139
"1286";20010705;93;16;16.8;18.2;22;24;7;8;8;6;"3";0;79
"1287";20010706;97;16;20.8;23.7;25;22;6;2;3;4;"5";1.7101;93
"1288";20010707;113;15.5;17.5;18.2;22.7;21.8;8;8;8;5;"7";-3.9392;97
"1289";20010708;72;14.1;18.1;21.2;23.9;22.1;7;7;6;4;"3";-3.9392;113
"1290";20010709;88;12.4;19.2;22;25.2;23.3;3;4;7;4;"4";-3.0642;72
"1291";20010710;77;17.6;19.4;20.7;22.5;19.5;8;7;8;7;"8";-5.6382;88
"1292";20010711;71;14;19.2;21;22.4;21.4;1;6;4;6;"5";-6.8937;77
"1293";20010712;56;13.2;13.8;17.3;18.5;19.6;8;8;8;6;"6";-3.8302;71
"1294";20010713;45;13.5;14.3;14.5;15.2;15.1;7;8;8;8;"8";4;56
"1295";20010714;67;12.3;15.6;18.6;20.3;18.5;8;5;7;5;"6";-3.7588;45
"1296";20010715;67;10.9;16.9;19.1;19.5;14.4;1;5;5;6;"7";-3.7588;67
"1297";20010716;84;13.7;17.4;20.4;21.4;20.4;4;3;4;6;"6";0.3473;67
"1298";20010717;63;13.4;15.1;20.5;20.6;16.8;8;8;6;6;"6";-5.3623;84
"1299";20010718;69;14.9;15.1;15.6;15.9;15.7;8;8;8;8;"8";-3.8302;63
"1300";20010719;92;14.5;16.7;19.1;19.3;18.4;6;7;6;4;"2";-4.4995;69
"1301";20010720;88;13.1;16.9;20.3;20.7;17.9;6;6;6;5;"7";-3.4641;92
"1302";20010721;66;16.8;18;21.6;23.3;22;8;8;6;5;"5";-3.5;88
"1303";20010722;72;14.8;18.6;21.9;23.6;21.5;7;4;7;6;"6";-1.9696;66
"1304";20010723;81;15.5;18.8;22.5;23.9;20.6;7;6;3;2;"3";-1;72
"1305";20010724;83;13.2;19;22.5;24.1;22.3;1;2;4;6;"4";-1.0261;81
"1306";20010725;149;12.6;19.9;26.9;29;27.3;1;3;4;3;"5";-0.9397;83
"1307";20010726;153;14.8;23.8;27.7;29.4;27.7;0;1;1;4;"1";1.5;149
"1308";20010727;159;17.3;24;28.3;26.5;23.6;1;2;2;7;"7";1.2856;153
"1309";20010728;149;17.9;23.3;27.6;28.8;28.7;5;4;6;3;"2";-1.5321;159
"1310";20010729;160;19.9;25;29.6;31.1;30.2;7;0;3;5;"6";-0.684;149
"1311";20010730;156;18.7;24.9;30.5;32.2;28.3;0;0;1;4;"1";-1.8794;160
"1312";20010731;84;17.8;20.5;26.3;27.8;25.2;6;1;0;2;"1";-0.6946;156
"1313";20010801;126;17.3;25.3;29.5;31.2;30;3;1;4;4;"1";3.7588;84
"1314";20010802;116;20.4;21.3;23.8;22.1;19.1;7;7;7;8;"7";-2.3941;126
"1315";20010803;77;15.6;20;18.2;23.6;17.4;6;5;7;6;"7";-2.5981;116
"1316";20010804;63;13.3;18.7;20.6;20.3;17.6;1;6;7;7;"7";-4.924;77
"1317";20010805;54;16.4;18.6;18.7;17.8;17.3;7;8;8;8;"7";-2.5;63
"1318";20010806;65;17.4;19.2;23;22.7;21.3;7;8;7;7;"6";-4.924;54
"1319";20010807;72;17.9;19.9;21.6;20.4;16.5;8;7;7;8;"7";-4.5963;65
"1320";20010808;60;15.1;18.7;21.4;21.7;19.5;6;7;7;7;"6";-6.0622;72
"1321";20010809;70;13.3;18.4;17.1;20.5;18.6;2;3;6;3;"2";-3.2139;60
"1322";20010810;77;10.6;17.1;20;20.8;20.3;3;4;5;4;"1";-1.0261;70
"1323";20010811;98;10.4;17.8;22.8;24.3;24.2;2;1;1;0;"1";-1.5321;77
"1324";20010812;111;13;20.9;25.2;26.7;24.9;1;1;5;2;"1";-3;98
"1325";20010813;75;17.1;18.8;20.5;26;26.9;8;8;7;1;"0";0;111
"1326";20010814;116;15;23.5;29.8;31.7;30;0;1;3;5;"6";1.3681;75
"1327";20010815;109;18.6;20.8;23.7;26.6;23.4;8;8;5;4;"5";-1.7101;116
"1328";20010819;67;16.7;18.8;21.1;18.9;16.1;7;7;7;8;"8";-5.3623;86
"1329";20010820;76;13.4;17.8;21.3;24;21.2;5;7;5;5;"5";-2.2981;67
"1330";20010821;113;12;20.6;24.8;27;24.6;3;1;1;2;"1";0.8682;76
"1331";20010822;117;14.7;21.6;26.9;28.6;28;3;6;6;4;"2";1.9284;113
"1332";20010823;131;16.1;22.7;28.4;30.1;27.1;4;5;3;3;"3";-1.9696;117
"1333";20010824;166;17.2;19.8;27.2;30.8;30.3;8;4;0;1;"0";-0.866;131
"1334";20010825;159;17.7;25;33.5;35.5;32.5;9;1;1;1;"5";0.6946;166
"1335";20010826;100;18.6;20.1;22.9;27.6;27.9;8;8;8;6;"7";-1.7321;159
"1336";20010827;114;19.2;21;26.3;26.4;24;6;7;4;5;"3";2.8191;100
"1337";20010828;112;15.2;21;24.4;26.8;24.9;1;1;6;3;"5";4;114
"1338";20010829;101;16.1;16.9;17.8;20.6;20.7;7;7;7;7;"6";-0.5209;112
"1339";20010830;76;14.4;17.5;18.6;18.7;18.2;7;7;7;7;"7";-4;101
"1340";20010831;59;12.1;16.5;20.3;20.3;17.8;2;5;7;6;"6";-5.3623;76
"1341";20010901;78;12.2;17.7;20.2;21.5;19.4;5;5;5;3;"4";0.5209;59
"1342";20010902;76;10;17.3;22.7;24.6;20.9;4;4;5;6;"5";-2.9544;78
"1343";20010903;55;14.5;15.3;16.8;19.2;17.5;8;8;7;5;"2";-1.8794;76
"1344";20010904;71;13.6;15.9;19.2;19.5;17.2;7;7;5;3;"3";0;55
"1345";20010905;66;9;16.2;18.9;19.3;17.7;1;2;5;6;"2";-0.8682;71
"1346";20010906;59;14.5;18.3;18.3;19;17.2;8;7;7;7;"1";-1.9284;66
"1347";20010907;68;10.9;16.9;20.8;22.5;20.8;7;6;5;7;"7";-3.4641;59
"1348";20010908;63;15.5;17.3;19.8;19.4;17.3;7;7;8;8;"7";-6.0622;68
"1349";20010912;78;9;14.2;22.2;22;19.3;3;5;5;6;"7";-5;62
"1350";20010913;74;15.5;15.8;18.7;19.1;15;8;8;7;7;"6";-6.8937;78
"1351";20010914;71;10.5;15.2;17.9;18.6;16.9;6;6;5;1;"2";-1.3681;74
"1352";20010915;69;12.6;17.1;17.7;17.5;15.6;8;6;7;8;"6";-2.7362;71
"1353";20010916;71;11.4;15.4;17.7;16.6;14.9;4;4;5;5;"5";0;69
"1354";20010917;60;10.5;13.7;14;15.8;13.6;6;4;5;4;"1";3.2139;71
"1355";20010918;42;11.5;12.7;14.3;14.9;14.7;7;8;7;7;"7";-3.2139;60
"1356";20010919;65;12.5;14.8;16.3;15.9;15.4;7;7;7;7;"7";-6.0622;42
"1357";20010920;71;13.1;15.5;18;17.4;16.5;8;7;7;6;"3";-3.0642;65
"1358";20010921;96;7.6;11.3;19.4;20.2;18;9;3;3;3;"3";3.7588;71
"1359";20010922;98;8.5;15.2;19.7;20.3;17.6;1;2;2;2;"2";5;96
"1360";20010923;92;8.9;14.7;17.6;18.2;15.7;3;1;4;6;"6";5.1423;98
"1361";20010924;76;9.8;13.3;17.7;17.7;15.6;6;7;7;6;"8";-0.766;92
"1362";20010925;84;10.6;13.3;17.7;17.8;16.5;7;3;5;6;"8";-1;76
"1363";20010927;77;13.5;16.2;20.8;22.1;20;8;6;5;5;"5";-2;71
"1364";20010928;99;11.7;16.9;23;22.6;18.9;6;6;4;7;"8";0.8682;77
"1365";20010929;83;16.2;16.9;19.8;22.1;18.1;8;6;5;3;"1";-3.7588;99
"1366";20010930;70;14.5;15.7;18.6;20.7;18;8;7;7;7;"8";-1.0419;83
